"","X","Team1","Team2","match_date","Season_Year","Season_Winner","Venue_Home_Team","City_Name","Country_Name","Toss_Winner","match_winner"
"163",163,"Chennai Super Kings","Kolkata Knight Riders","4/13/2010",2010,"Chennai Super Kings","Chennai Super Kings","Chennai","India","Kolkata Knight Riders","Chennai Super Kings"
"164",164,"Rajasthan Royals","Royal Challengers Bangalore","4/14/2010",2010,"Chennai Super Kings","Rajasthan Royals","Jaipur","India","Rajasthan Royals","Royal Challengers Bangalore"
"165",165,"Chennai Super Kings","Delhi Daredevils","4/15/2010",2010,"Chennai Super Kings","Chennai Super Kings","Chennai","India","Chennai Super Kings","Delhi Daredevils"
"166",166,"Kings XI Punjab","Deccan Chargers","4/16/2010",2010,"Chennai Super Kings","Kings XI Punjab","Dharamsala","India","Deccan Chargers","Deccan Chargers"
"167",167,"Royal Challengers Bangalore","Mumbai Indians","4/17/2010",2010,"Chennai Super Kings","Royal Challengers Bangalore","Bangalore","India","Royal Challengers Bangalore","Mumbai Indians"
"168",168,"Kolkata Knight Riders","Rajasthan Royals","4/17/2010",2010,"Chennai Super Kings","Kolkata Knight Riders","Kolkata","India","Rajasthan Royals","Kolkata Knight Riders"
"169",169,"Kings XI Punjab","Chennai Super Kings","4/18/2010",2010,"Chennai Super Kings","Kings XI Punjab","Dharamsala","India","Chennai Super Kings","Chennai Super Kings"
"170",170,"Delhi Daredevils","Deccan Chargers","4/18/2010",2010,"Chennai Super Kings","Delhi Daredevils","Delhi","India","Deccan Chargers","Deccan Chargers"
"171",171,"Kolkata Knight Riders","Mumbai Indians","4/19/2010",2010,"Chennai Super Kings","Kolkata Knight Riders","Kolkata","India","Mumbai Indians","Kolkata Knight Riders"
"172",172,"Royal Challengers Bangalore","Mumbai Indians","4/21/2010",2010,"Chennai Super Kings","Mumbai Indians","Mumbai","India","Mumbai Indians","Mumbai Indians"
"173",173,"Chennai Super Kings","Deccan Chargers","4/22/2010",2010,"Chennai Super Kings","Mumbai Indians","Mumbai","India","Chennai Super Kings","Chennai Super Kings"
"174",174,"Royal Challengers Bangalore","Deccan Chargers","4/24/2010",2010,"Chennai Super Kings","Mumbai Indians","Mumbai","India","Deccan Chargers","Royal Challengers Bangalore"
"175",175,"Chennai Super Kings","Mumbai Indians","4/25/2010",2010,"Chennai Super Kings","Mumbai Indians","Mumbai","India","Chennai Super Kings","Chennai Super Kings"
"176",176,"Chennai Super Kings","Kolkata Knight Riders","4/8/2011",2011,"Chennai Super Kings","Chennai Super Kings","Chennai","India","Chennai Super Kings","Chennai Super Kings"
"177",177,"Deccan Chargers","Rajasthan Royals","4/9/2011",2011,"Chennai Super Kings","Sunrisers Hyderabad","Hyderabad","India","Rajasthan Royals","Rajasthan Royals"
"178",178,"Kochi Tuskers Kerala","Royal Challengers Bangalore","4/9/2011",2011,"Chennai Super Kings","Kochi Tuskers Kerala","Kochi","India","Kochi Tuskers Kerala","Royal Challengers Bangalore"
"179",179,"Delhi Daredevils","Mumbai Indians","4/10/2011",2011,"Chennai Super Kings","Delhi Daredevils","Delhi","India","Delhi Daredevils","Mumbai Indians"
"180",180,"Pune Warriors","Kings XI Punjab","4/10/2011",2011,"Chennai Super Kings","Mumbai Indians","Mumbai","India","Kings XI Punjab","Pune Warriors"
"181",181,"Kolkata Knight Riders","Deccan Chargers","4/11/2011",2011,"Chennai Super Kings","Kolkata Knight Riders","Kolkata","India","Kolkata Knight Riders","Kolkata Knight Riders"
"182",182,"Rajasthan Royals","Delhi Daredevils","4/12/2011",2011,"Chennai Super Kings","Rajasthan Royals","Jaipur","India","Delhi Daredevils","Rajasthan Royals"
"183",183,"Royal Challengers Bangalore","Mumbai Indians","4/12/2011",2011,"Chennai Super Kings","Royal Challengers Bangalore","Bangalore","India","Mumbai Indians","Mumbai Indians"
"184",184,"Kings XI Punjab","Chennai Super Kings","4/13/2011",2011,"Chennai Super Kings","Kings XI Punjab","Chandigarh","India","Kings XI Punjab","Kings XI Punjab"
"185",185,"Pune Warriors","Kochi Tuskers Kerala","4/13/2011",2011,"Chennai Super Kings","Mumbai Indians","Mumbai","India","Kochi Tuskers Kerala","Pune Warriors"
"186",186,"Deccan Chargers","Royal Challengers Bangalore","4/14/2011",2011,"Chennai Super Kings","Sunrisers Hyderabad","Hyderabad","India","Royal Challengers Bangalore","Deccan Chargers"
"187",187,"Rajasthan Royals","Kolkata Knight Riders","4/15/2011",2011,"Chennai Super Kings","Rajasthan Royals","Jaipur","India","Kolkata Knight Riders","Kolkata Knight Riders"
"188",188,"Mumbai Indians","Kochi Tuskers Kerala","4/15/2011",2011,"Chennai Super Kings","Mumbai Indians","Mumbai","India","Kochi Tuskers Kerala","Kochi Tuskers Kerala"
"189",189,"Chennai Super Kings","Royal Challengers Bangalore","4/16/2011",2011,"Chennai Super Kings","Chennai Super Kings","Chennai","India","Chennai Super Kings","Chennai Super Kings"
"190",190,"Deccan Chargers","Kings XI Punjab","4/16/2011",2011,"Chennai Super Kings","Sunrisers Hyderabad","Hyderabad","India","Kings XI Punjab","Kings XI Punjab"
"191",191,"Pune Warriors","Delhi Daredevils","4/17/2011",2011,"Chennai Super Kings","Mumbai Indians","Mumbai","India","Delhi Daredevils","Delhi Daredevils"
"192",192,"Kolkata Knight Riders","Rajasthan Royals","4/17/2011",2011,"Chennai Super Kings","Kolkata Knight Riders","Kolkata","India","Kolkata Knight Riders","Kolkata Knight Riders"
"193",193,"Kochi Tuskers Kerala","Chennai Super Kings","4/18/2011",2011,"Chennai Super Kings","Kochi Tuskers Kerala","Kochi","India","Kochi Tuskers Kerala","Kochi Tuskers Kerala"
"194",194,"Delhi Daredevils","Deccan Chargers","4/19/2011",2011,"Chennai Super Kings","Delhi Daredevils","Delhi","India","Deccan Chargers","Deccan Chargers"
"195",195,"Mumbai Indians","Pune Warriors","4/20/2011",2011,"Chennai Super Kings","Mumbai Indians","Mumbai","India","Pune Warriors","Mumbai Indians"
"196",196,"Kolkata Knight Riders","Kochi Tuskers Kerala","4/20/2011",2011,"Chennai Super Kings","Kolkata Knight Riders","Kolkata","India","Kolkata Knight Riders","Kochi Tuskers Kerala"
"197",197,"Kings XI Punjab","Rajasthan Royals","4/21/2011",2011,"Chennai Super Kings","Kings XI Punjab","Chandigarh","India","Rajasthan Royals","Kings XI Punjab"
"198",198,"Mumbai Indians","Chennai Super Kings","4/22/2011",2011,"Chennai Super Kings","Mumbai Indians","Mumbai","India","Chennai Super Kings","Mumbai Indians"
"199",199,"Kolkata Knight Riders","Royal Challengers Bangalore","4/22/2011",2011,"Chennai Super Kings","Kolkata Knight Riders","Kolkata","India","Royal Challengers Bangalore","Royal Challengers Bangalore"
"200",200,"Delhi Daredevils","Kings XI Punjab","4/23/2011",2011,"Chennai Super Kings","Delhi Daredevils","Delhi","India","Kings XI Punjab","Delhi Daredevils"
"201",201,"Deccan Chargers","Mumbai Indians","4/24/2011",2011,"Chennai Super Kings","Sunrisers Hyderabad","Hyderabad","India","Deccan Chargers","Mumbai Indians"
"202",202,"Rajasthan Royals","Kochi Tuskers Kerala","4/24/2011",2011,"Chennai Super Kings","Rajasthan Royals","Jaipur","India","Rajasthan Royals","Rajasthan Royals"
"203",203,"Chennai Super Kings","Pune Warriors","4/25/2011",2011,"Chennai Super Kings","Chennai Super Kings","Chennai","India","Pune Warriors","Chennai Super Kings"
"204",204,"Delhi Daredevils","Royal Challengers Bangalore","4/26/2011",2011,"Chennai Super Kings","Delhi Daredevils","Delhi","India","Royal Challengers Bangalore","Royal Challengers Bangalore"
"205",205,"Pune Warriors","Chennai Super Kings","4/27/2011",2011,"Chennai Super Kings","Mumbai Indians","Mumbai","India","Pune Warriors","Chennai Super Kings"
"206",206,"Kochi Tuskers Kerala","Deccan Chargers","4/27/2011",2011,"Chennai Super Kings","Kochi Tuskers Kerala","Kochi","India","Kochi Tuskers Kerala","Deccan Chargers"
"207",207,"Delhi Daredevils","Kolkata Knight Riders","4/28/2011",2011,"Chennai Super Kings","Delhi Daredevils","Delhi","India","Delhi Daredevils","Kolkata Knight Riders"
"208",208,"Rajasthan Royals","Mumbai Indians","4/29/2011",2011,"Chennai Super Kings","Rajasthan Royals","Jaipur","India","Rajasthan Royals","Rajasthan Royals"
"209",209,"Royal Challengers Bangalore","Pune Warriors","4/29/2011",2011,"Chennai Super Kings","Royal Challengers Bangalore","Bangalore","India","Pune Warriors","Royal Challengers Bangalore"
"210",210,"Kochi Tuskers Kerala","Delhi Daredevils","4/30/2011",2011,"Chennai Super Kings","Kochi Tuskers Kerala","Kochi","India","Delhi Daredevils","Delhi Daredevils"
"211",211,"Kolkata Knight Riders","Kings XI Punjab","4/30/2011",2011,"Chennai Super Kings","Kolkata Knight Riders","Kolkata","India","Kolkata Knight Riders","Kolkata Knight Riders"
"212",212,"Rajasthan Royals","Pune Warriors","5/1/2011",2011,"Chennai Super Kings","Rajasthan Royals","Jaipur","India","Rajasthan Royals","Rajasthan Royals"
"213",213,"Chennai Super Kings","Deccan Chargers","5/1/2011",2011,"Chennai Super Kings","Chennai Super Kings","Chennai","India","Chennai Super Kings","Chennai Super Kings"
"214",214,"Mumbai Indians","Kings XI Punjab","5/2/2011",2011,"Chennai Super Kings","Mumbai Indians","Mumbai","India","Kings XI Punjab","Mumbai Indians"
"215",215,"Delhi Daredevils","Kochi Tuskers Kerala","5/2/2011",2011,"Chennai Super Kings","Delhi Daredevils","Delhi","India","Kochi Tuskers Kerala","Kochi Tuskers Kerala"
"216",216,"Deccan Chargers","Kolkata Knight Riders","5/3/2011",2011,"Chennai Super Kings","Sunrisers Hyderabad","Hyderabad","India","Deccan Chargers","Kolkata Knight Riders"
"217",217,"Chennai Super Kings","Rajasthan Royals","5/4/2011",2011,"Chennai Super Kings","Chennai Super Kings","Chennai","India","Rajasthan Royals","Chennai Super Kings"
"218",218,"Pune Warriors","Mumbai Indians","5/4/2011",2011,"Chennai Super Kings","Mumbai Indians","Mumbai","India","Pune Warriors","Mumbai Indians"
"219",219,"Kochi Tuskers Kerala","Kolkata Knight Riders","5/5/2011",2011,"Chennai Super Kings","Kochi Tuskers Kerala","Kochi","India","Kolkata Knight Riders","Kochi Tuskers Kerala"
"220",220,"Deccan Chargers","Delhi Daredevils","5/5/2011",2011,"Chennai Super Kings","Sunrisers Hyderabad","Hyderabad","India","Delhi Daredevils","Delhi Daredevils"
"221",221,"Royal Challengers Bangalore","Kings XI Punjab","5/6/2011",2011,"Chennai Super Kings","Royal Challengers Bangalore","Bangalore","India","Kings XI Punjab","Royal Challengers Bangalore"
"222",222,"Kolkata Knight Riders","Chennai Super Kings","5/7/2011",2011,"Chennai Super Kings","Kolkata Knight Riders","Kolkata","India","Chennai Super Kings","Kolkata Knight Riders"
"223",223,"Mumbai Indians","Delhi Daredevils","5/7/2011",2011,"Chennai Super Kings","Mumbai Indians","Mumbai","India","Delhi Daredevils","Mumbai Indians"
"224",224,"Royal Challengers Bangalore","Kochi Tuskers Kerala","5/8/2011",2011,"Chennai Super Kings","Royal Challengers Bangalore","Bangalore","India","Kochi Tuskers Kerala","Royal Challengers Bangalore"
"225",225,"Kings XI Punjab","Pune Warriors","5/8/2011",2011,"Chennai Super Kings","Kings XI Punjab","Chandigarh","India","Kings XI Punjab","Pune Warriors"
"226",226,"Rajasthan Royals","Chennai Super Kings","5/9/2011",2011,"Chennai Super Kings","Rajasthan Royals","Jaipur","India","Rajasthan Royals","Chennai Super Kings"
"227",227,"Deccan Chargers","Pune Warriors","5/10/2011",2011,"Chennai Super Kings","Sunrisers Hyderabad","Hyderabad","India","Deccan Chargers","Pune Warriors"
"228",228,"Kings XI Punjab","Mumbai Indians","5/10/2011",2011,"Chennai Super Kings","Kings XI Punjab","Chandigarh","India","Mumbai Indians","Kings XI Punjab"
"229",229,"Rajasthan Royals","Royal Challengers Bangalore","5/11/2011",2011,"Chennai Super Kings","Rajasthan Royals","Jaipur","India","Royal Challengers Bangalore","Royal Challengers Bangalore"
"230",230,"Chennai Super Kings","Delhi Daredevils","5/12/2011",2011,"Chennai Super Kings","Chennai Super Kings","Chennai","India","Chennai Super Kings","Chennai Super Kings"
"231",231,"Kochi Tuskers Kerala","Kings XI Punjab","5/13/2011",2011,"Chennai Super Kings","Kochi Tuskers Kerala","Indore","India","Kings XI Punjab","Kings XI Punjab"
"232",232,"Royal Challengers Bangalore","Kolkata Knight Riders","5/14/2011",2011,"Chennai Super Kings","Royal Challengers Bangalore","Bangalore","India","Royal Challengers Bangalore","Royal Challengers Bangalore"
"233",233,"Mumbai Indians","Deccan Chargers","5/14/2011",2011,"Chennai Super Kings","Mumbai Indians","Mumbai","India","Deccan Chargers","Deccan Chargers"
"234",234,"Kings XI Punjab","Delhi Daredevils","5/15/2011",2011,"Chennai Super Kings","Kings XI Punjab","Dharamsala","India","Delhi Daredevils","Kings XI Punjab"
"235",235,"Kochi Tuskers Kerala","Rajasthan Royals","5/15/2011",2011,"Chennai Super Kings","Kochi Tuskers Kerala","Indore","India","Kochi Tuskers Kerala","Kochi Tuskers Kerala"
"236",236,"Pune Warriors","Deccan Chargers","5/16/2011",2011,"Chennai Super Kings","Mumbai Indians","Mumbai","India","Deccan Chargers","Deccan Chargers"
"237",237,"Kings XI Punjab","Royal Challengers Bangalore","5/17/2011",2011,"Chennai Super Kings","Kings XI Punjab","Dharamsala","India","Kings XI Punjab","Kings XI Punjab"
"238",238,"Chennai Super Kings","Kochi Tuskers Kerala","5/18/2011",2011,"Chennai Super Kings","Chennai Super Kings","Chennai","India","Chennai Super Kings","Chennai Super Kings"
"239",239,"Pune Warriors","Kolkata Knight Riders","5/19/2011",2011,"Chennai Super Kings","Mumbai Indians","Mumbai","India","Kolkata Knight Riders","Kolkata Knight Riders"
"240",240,"Mumbai Indians","Rajasthan Royals","5/20/2011",2011,"Chennai Super Kings","Mumbai Indians","Mumbai","India","Mumbai Indians","Rajasthan Royals"
"241",241,"Kings XI Punjab","Deccan Chargers","5/21/2011",2011,"Chennai Super Kings","Kings XI Punjab","Dharamsala","India","Kings XI Punjab","Deccan Chargers"
"243",243,"Royal Challengers Bangalore","Chennai Super Kings","5/22/2011",2011,"Chennai Super Kings","Royal Challengers Bangalore","Bangalore","India","Royal Challengers Bangalore","Royal Challengers Bangalore"
"244",244,"Kolkata Knight Riders","Mumbai Indians","5/22/2011",2011,"Chennai Super Kings","Kolkata Knight Riders","Kolkata","India","Mumbai Indians","Mumbai Indians"
"245",245,"Royal Challengers Bangalore","Chennai Super Kings","5/24/2011",2011,"Chennai Super Kings","Mumbai Indians","Mumbai","India","Chennai Super Kings","Chennai Super Kings"
"246",246,"Mumbai Indians","Kolkata Knight Riders","5/25/2011",2011,"Chennai Super Kings","Mumbai Indians","Mumbai","India","Mumbai Indians","Mumbai Indians"
"247",247,"Royal Challengers Bangalore","Mumbai Indians","5/27/2011",2011,"Chennai Super Kings","Chennai Super Kings","Chennai","India","Mumbai Indians","Royal Challengers Bangalore"
"248",248,"Chennai Super Kings","Royal Challengers Bangalore","5/28/2011",2011,"Chennai Super Kings","Chennai Super Kings","Chennai","India","Chennai Super Kings","Chennai Super Kings"
"249",249,"Chennai Super Kings","Mumbai Indians","4/4/2012",2012,"Kolkata Knight Riders","Chennai Super Kings","Chennai","India","Mumbai Indians","Mumbai Indians"
"250",250,"Kolkata Knight Riders","Delhi Daredevils","4/5/2012",2012,"Kolkata Knight Riders","Kolkata Knight Riders","Kolkata","India","Delhi Daredevils","Delhi Daredevils"
"251",251,"Mumbai Indians","Pune Warriors","4/6/2012",2012,"Kolkata Knight Riders","Mumbai Indians","Mumbai","India","Mumbai Indians","Pune Warriors"
"252",252,"Rajasthan Royals","Kings XI Punjab","4/6/2012",2012,"Kolkata Knight Riders","Rajasthan Royals","Jaipur","India","Kings XI Punjab","Rajasthan Royals"
"253",253,"Royal Challengers Bangalore","Delhi Daredevils","4/7/2012",2012,"Kolkata Knight Riders","Royal Challengers Bangalore","Bangalore","India","Delhi Daredevils","Royal Challengers Bangalore"
"254",254,"Deccan Chargers","Chennai Super Kings","4/7/2012",2012,"Kolkata Knight Riders","Deccan Chargers","Visakhapatnam","India","Deccan Chargers","Chennai Super Kings"
"255",255,"Rajasthan Royals","Kolkata Knight Riders","4/8/2012",2012,"Kolkata Knight Riders","Rajasthan Royals","Jaipur","India","Kolkata Knight Riders","Rajasthan Royals"
"256",256,"Pune Warriors","Kings XI Punjab","4/8/2012",2012,"Kolkata Knight Riders","Pune Warriors","Pune","India","Pune Warriors","Pune Warriors"
"257",257,"Deccan Chargers","Mumbai Indians","4/9/2012",2012,"Kolkata Knight Riders","Deccan Chargers","Visakhapatnam","India","Deccan Chargers","Mumbai Indians"
"258",258,"Royal Challengers Bangalore","Kolkata Knight Riders","4/10/2012",2012,"Kolkata Knight Riders","Royal Challengers Bangalore","Bangalore","India","Royal Challengers Bangalore","Kolkata Knight Riders"
"259",259,"Delhi Daredevils","Chennai Super Kings","4/10/2012",2012,"Kolkata Knight Riders","Delhi Daredevils","Delhi","India","Delhi Daredevils","Delhi Daredevils"
"260",260,"Mumbai Indians","Rajasthan Royals","4/11/2012",2012,"Kolkata Knight Riders","Mumbai Indians","Mumbai","India","Rajasthan Royals","Mumbai Indians"
"261",261,"Chennai Super Kings","Royal Challengers Bangalore","4/12/2012",2012,"Kolkata Knight Riders","Chennai Super Kings","Chennai","India","Royal Challengers Bangalore","Chennai Super Kings"
"262",262,"Kings XI Punjab","Pune Warriors","4/12/2012",2012,"Kolkata Knight Riders","Kings XI Punjab","Chandigarh","India","Kings XI Punjab","Kings XI Punjab"
"263",263,"Kolkata Knight Riders","Rajasthan Royals","4/13/2012",2012,"Kolkata Knight Riders","Kolkata Knight Riders","Kolkata","India","Rajasthan Royals","Kolkata Knight Riders"
"264",264,"Delhi Daredevils","Deccan Chargers","4/19/2012",2012,"Kolkata Knight Riders","Delhi Daredevils","Delhi","India","Deccan Chargers","Delhi Daredevils"
"265",265,"Pune Warriors","Chennai Super Kings","4/14/2012",2012,"Kolkata Knight Riders","Pune Warriors","Pune","India","Chennai Super Kings","Pune Warriors"
"266",266,"Kolkata Knight Riders","Kings XI Punjab","4/15/2012",2012,"Kolkata Knight Riders","Kolkata Knight Riders","Kolkata","India","Kolkata Knight Riders","Kings XI Punjab"
"267",267,"Royal Challengers Bangalore","Rajasthan Royals","4/15/2012",2012,"Kolkata Knight Riders","Royal Challengers Bangalore","Bangalore","India","Rajasthan Royals","Rajasthan Royals"
"268",268,"Mumbai Indians","Delhi Daredevils","4/16/2012",2012,"Kolkata Knight Riders","Mumbai Indians","Mumbai","India","Delhi Daredevils","Delhi Daredevils"
"269",269,"Rajasthan Royals","Deccan Chargers","4/17/2012",2012,"Kolkata Knight Riders","Rajasthan Royals","Jaipur","India","Deccan Chargers","Rajasthan Royals"
"270",270,"Royal Challengers Bangalore","Pune Warriors","4/17/2012",2012,"Kolkata Knight Riders","Royal Challengers Bangalore","Bangalore","India","Pune Warriors","Royal Challengers Bangalore"
"271",271,"Kings XI Punjab","Kolkata Knight Riders","4/18/2012",2012,"Kolkata Knight Riders","Kings XI Punjab","Chandigarh","India","Kings XI Punjab","Kolkata Knight Riders"
"272",272,"Deccan Chargers","Delhi Daredevils","5/10/2012",2012,"Kolkata Knight Riders","Sunrisers Hyderabad","Hyderabad","India","Deccan Chargers","Delhi Daredevils"
"273",273,"Chennai Super Kings","Pune Warriors","4/19/2012",2012,"Kolkata Knight Riders","Chennai Super Kings","Chennai","India","Pune Warriors","Chennai Super Kings"
"274",274,"Kings XI Punjab","Royal Challengers Bangalore","4/20/2012",2012,"Kolkata Knight Riders","Kings XI Punjab","Chandigarh","India","Royal Challengers Bangalore","Royal Challengers Bangalore"
"275",275,"Chennai Super Kings","Rajasthan Royals","4/21/2012",2012,"Kolkata Knight Riders","Chennai Super Kings","Chennai","India","Rajasthan Royals","Chennai Super Kings"
"276",276,"Delhi Daredevils","Pune Warriors","4/21/2012",2012,"Kolkata Knight Riders","Delhi Daredevils","Delhi","India","Delhi Daredevils","Pune Warriors"
"277",277,"Mumbai Indians","Kings XI Punjab","4/22/2012",2012,"Kolkata Knight Riders","Mumbai Indians","Mumbai","India","Mumbai Indians","Kings XI Punjab"
"278",278,"Deccan Chargers","Kolkata Knight Riders","4/22/2012",2012,"Kolkata Knight Riders","Kolkata Knight Riders","Cuttack","India","Kolkata Knight Riders","Kolkata Knight Riders"
"279",279,"Rajasthan Royals","Royal Challengers Bangalore","4/23/2012",2012,"Kolkata Knight Riders","Rajasthan Royals","Jaipur","India","Rajasthan Royals","Royal Challengers Bangalore"
"280",280,"Pune Warriors","Delhi Daredevils","4/24/2012",2012,"Kolkata Knight Riders","Pune Warriors","Pune","India","Pune Warriors","Delhi Daredevils"
"281",281,"Kings XI Punjab","Mumbai Indians","4/25/2012",2012,"Kolkata Knight Riders","Kings XI Punjab","Chandigarh","India","Kings XI Punjab","Mumbai Indians"
"282",282,"Pune Warriors","Deccan Chargers","4/26/2012",2012,"Kolkata Knight Riders","Pune Warriors","Pune","India","Deccan Chargers","Deccan Chargers"
"283",283,"Delhi Daredevils","Mumbai Indians","4/27/2012",2012,"Kolkata Knight Riders","Delhi Daredevils","Delhi","India","Mumbai Indians","Delhi Daredevils"
"284",284,"Chennai Super Kings","Kings XI Punjab","4/28/2012",2012,"Kolkata Knight Riders","Chennai Super Kings","Chennai","India","Kings XI Punjab","Kings XI Punjab"
"285",285,"Kolkata Knight Riders","Royal Challengers Bangalore","4/28/2012",2012,"Kolkata Knight Riders","Kolkata Knight Riders","Kolkata","India","Kolkata Knight Riders","Kolkata Knight Riders"
"286",286,"Delhi Daredevils","Rajasthan Royals","4/29/2012",2012,"Kolkata Knight Riders","Delhi Daredevils","Delhi","India","Delhi Daredevils","Delhi Daredevils"
"287",287,"Mumbai Indians","Deccan Chargers","4/29/2012",2012,"Kolkata Knight Riders","Mumbai Indians","Mumbai","India","Mumbai Indians","Mumbai Indians"
"288",288,"Chennai Super Kings","Kolkata Knight Riders","4/30/2012",2012,"Kolkata Knight Riders","Chennai Super Kings","Chennai","India","Chennai Super Kings","Kolkata Knight Riders"
"289",289,"Deccan Chargers","Pune Warriors","5/1/2012",2012,"Kolkata Knight Riders","Kolkata Knight Riders","Cuttack","India","Deccan Chargers","Deccan Chargers"
"290",290,"Rajasthan Royals","Delhi Daredevils","5/1/2012",2012,"Kolkata Knight Riders","Rajasthan Royals","Jaipur","India","Rajasthan Royals","Delhi Daredevils"
"291",291,"Royal Challengers Bangalore","Kings XI Punjab","5/2/2012",2012,"Kolkata Knight Riders","Royal Challengers Bangalore","Bangalore","India","Kings XI Punjab","Kings XI Punjab"
"292",292,"Pune Warriors","Mumbai Indians","5/3/2012",2012,"Kolkata Knight Riders","Pune Warriors","Pune","India","Mumbai Indians","Mumbai Indians"
"293",293,"Chennai Super Kings","Deccan Chargers","5/4/2012",2012,"Kolkata Knight Riders","Chennai Super Kings","Chennai","India","Chennai Super Kings","Chennai Super Kings"
"294",294,"Kolkata Knight Riders","Pune Warriors","5/5/2012",2012,"Kolkata Knight Riders","Kolkata Knight Riders","Kolkata","India","Kolkata Knight Riders","Kolkata Knight Riders"
"295",295,"Kings XI Punjab","Rajasthan Royals","5/5/2012",2012,"Kolkata Knight Riders","Kings XI Punjab","Chandigarh","India","Rajasthan Royals","Rajasthan Royals"
"296",296,"Mumbai Indians","Chennai Super Kings","5/6/2012",2012,"Kolkata Knight Riders","Mumbai Indians","Mumbai","India","Mumbai Indians","Mumbai Indians"
"297",297,"Royal Challengers Bangalore","Deccan Chargers","5/6/2012",2012,"Kolkata Knight Riders","Royal Challengers Bangalore","Bangalore","India","Royal Challengers Bangalore","Royal Challengers Bangalore"
"298",298,"Delhi Daredevils","Kolkata Knight Riders","5/7/2012",2012,"Kolkata Knight Riders","Delhi Daredevils","Delhi","India","Delhi Daredevils","Kolkata Knight Riders"
"299",299,"Pune Warriors","Rajasthan Royals","5/8/2012",2012,"Kolkata Knight Riders","Pune Warriors","Pune","India","Pune Warriors","Rajasthan Royals"
"300",300,"Deccan Chargers","Kings XI Punjab","5/8/2012",2012,"Kolkata Knight Riders","Sunrisers Hyderabad","Hyderabad","India","Deccan Chargers","Kings XI Punjab"
"301",301,"Mumbai Indians","Royal Challengers Bangalore","5/9/2012",2012,"Kolkata Knight Riders","Mumbai Indians","Mumbai","India","Royal Challengers Bangalore","Royal Challengers Bangalore"
"302",302,"Rajasthan Royals","Chennai Super Kings","5/10/2012",2012,"Kolkata Knight Riders","Rajasthan Royals","Jaipur","India","Chennai Super Kings","Chennai Super Kings"
"303",303,"Pune Warriors","Royal Challengers Bangalore","5/11/2012",2012,"Kolkata Knight Riders","Pune Warriors","Pune","India","Pune Warriors","Royal Challengers Bangalore"
"304",304,"Kolkata Knight Riders","Mumbai Indians","5/12/2012",2012,"Kolkata Knight Riders","Kolkata Knight Riders","Kolkata","India","Mumbai Indians","Mumbai Indians"
"305",305,"Chennai Super Kings","Delhi Daredevils","5/12/2012",2012,"Kolkata Knight Riders","Chennai Super Kings","Chennai","India","Chennai Super Kings","Chennai Super Kings"
"306",306,"Rajasthan Royals","Pune Warriors","5/13/2012",2012,"Kolkata Knight Riders","Rajasthan Royals","Jaipur","India","Rajasthan Royals","Rajasthan Royals"
"307",307,"Kings XI Punjab","Deccan Chargers","5/13/2012",2012,"Kolkata Knight Riders","Kings XI Punjab","Chandigarh","India","Deccan Chargers","Kings XI Punjab"
"308",308,"Royal Challengers Bangalore","Mumbai Indians","5/14/2012",2012,"Kolkata Knight Riders","Royal Challengers Bangalore","Bangalore","India","Mumbai Indians","Mumbai Indians"
"309",309,"Kolkata Knight Riders","Chennai Super Kings","5/14/2012",2012,"Kolkata Knight Riders","Kolkata Knight Riders","Kolkata","India","Chennai Super Kings","Chennai Super Kings"
"310",310,"Delhi Daredevils","Kings XI Punjab","5/15/2012",2012,"Kolkata Knight Riders","Delhi Daredevils","Delhi","India","Kings XI Punjab","Delhi Daredevils"
"311",311,"Mumbai Indians","Kolkata Knight Riders","5/16/2012",2012,"Kolkata Knight Riders","Mumbai Indians","Mumbai","India","Mumbai Indians","Kolkata Knight Riders"
"312",312,"Kings XI Punjab","Chennai Super Kings","5/17/2012",2012,"Kolkata Knight Riders","Kings XI Punjab","Dharamsala","India","Kings XI Punjab","Kings XI Punjab"
"313",313,"Delhi Daredevils","Royal Challengers Bangalore","5/17/2012",2012,"Kolkata Knight Riders","Delhi Daredevils","Delhi","India","Delhi Daredevils","Royal Challengers Bangalore"
"314",314,"Deccan Chargers","Rajasthan Royals","5/18/2012",2012,"Kolkata Knight Riders","Sunrisers Hyderabad","Hyderabad","India","Rajasthan Royals","Deccan Chargers"
"315",315,"Kings XI Punjab","Delhi Daredevils","5/19/2012",2012,"Kolkata Knight Riders","Kings XI Punjab","Dharamsala","India","Delhi Daredevils","Delhi Daredevils"
"316",316,"Pune Warriors","Kolkata Knight Riders","5/19/2012",2012,"Kolkata Knight Riders","Pune Warriors","Pune","India","Kolkata Knight Riders","Kolkata Knight Riders"
"317",317,"Deccan Chargers","Royal Challengers Bangalore","5/20/2012",2012,"Kolkata Knight Riders","Sunrisers Hyderabad","Hyderabad","India","Royal Challengers Bangalore","Deccan Chargers"
"318",318,"Rajasthan Royals","Mumbai Indians","5/20/2012",2012,"Kolkata Knight Riders","Rajasthan Royals","Jaipur","India","Rajasthan Royals","Mumbai Indians"
"319",319,"Delhi Daredevils","Kolkata Knight Riders","5/22/2012",2012,"Kolkata Knight Riders","Pune Warriors","Pune","India","Kolkata Knight Riders","Kolkata Knight Riders"
"320",320,"Chennai Super Kings","Mumbai Indians","5/23/2012",2012,"Kolkata Knight Riders","Royal Challengers Bangalore","Bangalore","India","Mumbai Indians","Chennai Super Kings"
